student_id,year,map_term,subject,rit_score,percentile,quartile,typical_fall_to_spring_growth
21223,2017,Fall,Math,162,58,3,21
16592,2017,Fall,Math,142,11,1,26
23651,2017,Fall,Math,150,25,2,24
12892,2017,Fall,Math,145,15,1,25
28467,2017,Fall,Math,138,6,1,27
20849,2017,Fall,Math,175,88,4,17
18088,2017,Fall,Math,176,89,4,17
17521,2017,Fall,Math,157,44,2,22
20383,2017,Fall,Math,154,35,2,23
28939,2017,Fall,Math,159,50,3,21
27970,2017,Fall,Math,174,86,4,18
19052,2017,Fall,Math,158,47,2,22
19463,2017,Fall,Math,165,67,3,20
17787,2017,Fall,Math,159,50,3,21
28086,2017,Fall,Math,151,28,2,23
16895,2017,Fall,Math,165,67,3,20
10475,2017,Fall,Math,146,17,1,25
21752,2017,Fall,Math,171,81,4,18
27979,2017,Fall,Math,162,58,3,21
10642,2017,Fall,Math,157,44,2,22
10931,2017,Fall,Math,190,99,4,13
16237,2017,Fall,Math,160,52,3,21
17262,2017,Fall,Math,151,28,2,23
10035,2017,Fall,Math,175,88,4,17
13530,2017,Fall,Math,140,8,1,26
21569,2017,Fall,Math,185,97,4,15
11387,2017,Fall,Math,163,61,3,20
27808,2017,Fall,Math,147,19,1,24
20850,2017,Fall,Math,156,41,2,22
18249,2017,Fall,Math,166,69,3,20
16171,2017,Fall,Math,142,10,1,26
26927,2017,Fall,Math,158,47,2,22
19893,2017,Fall,Math,183,96,4,15
28945,2017,Fall,Math,168,74,3,19
10335,2017,Fall,Math,181,94,4,16
12562,2017,Fall,Math,145,15,1,25
10555,2017,Fall,Math,173,84,4,18
26199,2017,Fall,Math,159,50,3,21
17332,2017,Fall,Math,171,81,4,18
19566,2017,Fall,Math,162,58,3,21
12008,2017,Fall,Math,165,67,3,20
16079,2017,Fall,Math,163,61,3,20
11784,2017,Fall,Math,172,83,4,18
16569,2017,Fall,Math,178,92,4,17
10434,2017,Fall,Math,194,99,4,13
28058,2017,Fall,Math,187,98,4,14
13638,2017,Fall,Math,168,74,3,19
17286,2017,Fall,Math,178,92,4,17
17573,2017,Fall,Math,170,79,4,19
17405,2017,Fall,Math,140,8,1,26
24766,2017,Fall,Math,163,61,3,20
13193,2017,Fall,Math,174,86,4,18
15315,2017,Fall,Math,179,93,4,16
24926,2017,Fall,Math,176,89,4,17
23027,2017,Fall,Math,163,61,3,20
16015,2017,Fall,Math,164,64,3,20
18791,2017,Fall,Math,158,47,2,22
22618,2017,Fall,Math,155,38,2,22
19370,2017,Fall,Math,173,84,4,18
26041,2017,Fall,Math,157,44,2,22
23769,2017,Fall,Math,161,55,3,21
19058,2017,Fall,Math,155,38,2,22
23971,2017,Fall,Math,154,35,2,23
28203,2017,Fall,Math,169,76,4,19
16374,2017,Fall,Math,150,25,2,24
18800,2017,Fall,Math,154,35,2,23
12440,2017,Fall,Math,175,88,4,17
23584,2017,Fall,Math,188,98,4,14
25530,2017,Fall,Math,170,79,4,19
18499,2017,Fall,Math,143,12,1,25
13327,2017,Fall,Reading,.,.,.,.
17517,2017,Fall,Math,163,61,3,20
24726,2017,Fall,Math,164,64,3,20
29046,2017,Fall,Math,163,61,3,20
15364,2017,Fall,Math,157,44,2,22
10360,2017,Fall,Math,146,17,1,25
29152,2017,Fall,Math,153,33,2,23
22343,2017,Fall,Math,166,69,3,20
23161,2017,Fall,Math,139,7,1,26
22305,2017,Fall,Reading,.,.,.,.
16824,2017,Fall,Math,159,50,3,21
29327,2017,Fall,Math,171,81,4,18
25234,2017,Fall,Math,156,41,2,22
13656,2017,Fall,Reading,.,.,.,.
10823,2017,Fall,Math,157,44,2,22
19028,2017,Fall,Math,148,21,1,24
23424,2017,Fall,Math,167,72,3,19
25672,2017,Fall,Math,137,5,1,27
16300,2017,Fall,Math,160,52,3,21
19900,2017,Fall,Math,152,30,2,23
19624,2017,Fall,Math,143,12,1,25
12094,2017,Fall,Math,165,67,3,20
15750,2017,Fall,Math,172,83,4,18
25509,2017,Fall,Math,147,19,1,24
11333,2017,Fall,Math,140,8,1,26
17410,2017,Fall,Math,167,72,3,19
29367,2017,Fall,Math,162,58,3,21
17907,2017,Fall,Math,165,67,3,20
24312,2017,Fall,Math,167,72,3,19
26626,2017,Fall,Math,162,58,3,21
15289,2017,Fall,Math,164,64,3,20
10824,2017,Fall,Reading,.,.,.,.
12101,2017,Fall,Math,169,19,1,15
25983,2017,Fall,Math,177,39,2,13
12727,2017,Fall,Math,193,81,4,10
21616,2017,Fall,Math,170,21,1,15
17353,2017,Fall,Math,167,16,1,15
12522,2017,Fall,Math,173,28,2,14
28751,2017,Fall,Math,172,26,2,14
16543,2017,Fall,Reading,.,.,.,.
21360,2017,Fall,Math,187,68,3,11
19936,2017,Fall,Reading,.,.,.,.
20731,2017,Fall,Reading,.,.,.,.
12003,2017,Fall,Math,177,39,2,13
15613,2017,Fall,Math,198,90,4,9
16039,2017,Fall,Math,216,99,4,5
17678,2017,Fall,Math,199,91,4,8
25507,2017,Fall,Math,184,59,3,12
16257,2017,Fall,Math,199,91,4,8
10458,2017,Fall,Math,171,24,1,15
29206,2017,Fall,Math,181,51,3,12
14466,2017,Fall,Math,190,75,4,10
12815,2017,Fall,Math,180,48,2,13
27275,2017,Fall,Math,186,65,3,11
25359,2017,Fall,Math,171,24,1,15
12610,2017,Fall,Math,178,42,2,13
19212,2017,Fall,Math,153,2,1,19
16089,2017,Fall,Reading,.,.,.,.
26519,2017,Fall,Math,182,53,3,12
11946,2017,Fall,Math,175,33,2,14
24079,2017,Fall,Math,191,77,4,10
28426,2017,Fall,Math,212,99,4,5
19990,2017,Fall,Math,130,1,1,24
19809,2017,Fall,Math,162,8,1,17
26110,2017,Fall,Math,187,68,3,11
28770,2017,Fall,Math,173,28,2,14
13437,2017,Fall,Math,169,19,1,15
10009,2017,Fall,Math,203,95,4,7
14179,2017,Fall,Math,169,19,1,15
19259,2017,Fall,Math,181,51,3,12
13549,2017,Fall,Math,179,45,2,13
13240,2017,Fall,Math,191,77,4,10
25730,2017,Fall,Math,183,56,3,12
26337,2017,Fall,Math,187,68,3,11
25209,2017,Fall,Math,157,4,1,18
16566,2017,Fall,Math,201,93,4,8
18904,2017,Fall,Math,183,56,3,12
17729,2017,Fall,Math,177,39,2,13
29220,2017,Fall,Math,190,75,4,10
17647,2017,Fall,Reading,.,.,.,.
21213,2017,Fall,Math,178,42,2,13
17133,2017,Fall,Math,176,36,2,13
26258,2017,Fall,Math,207,97,4,7
14900,2017,Fall,Math,187,68,3,11
16256,2017,Fall,Math,175,33,2,14
27761,2017,Fall,Math,163,10,1,16
15250,2017,Fall,Math,192,79,4,10
20319,2017,Fall,Math,183,56,3,12
29049,2017,Fall,Math,190,75,4,10
24389,2017,Fall,Math,184,59,3,12
17212,2017,Fall,Math,191,77,4,10
28386,2017,Fall,Math,196,87,4,9
25319,2017,Fall,Math,208,98,4,6
17970,2017,Fall,Math,182,53,3,12
27524,2017,Fall,Math,174,31,2,14
19277,2017,Fall,Math,185,62,3,11
16986,2017,Fall,Math,186,65,3,11
11927,2017,Fall,Math,180,48,2,13
12200,2017,Fall,Math,193,81,4,10
23405,2017,Fall,Math,172,26,2,14
29629,2017,Fall,Math,191,77,4,10
22435,2017,Fall,Math,201,93,4,8
13465,2017,Fall,Math,193,81,4,10
20518,2017,Fall,Math,198,90,4,9
21988,2017,Fall,Math,176,36,2,13
17662,2017,Fall,Math,182,53,3,12
13989,2017,Fall,Math,182,53,3,12
24139,2017,Fall,Math,192,79,4,10
10150,2017,Fall,Math,177,39,2,13
14447,2017,Fall,Math,188,70,3,11
26645,2017,Fall,Math,183,56,3,12
21976,2017,Fall,Math,199,91,4,8
25143,2017,Fall,Math,169,19,1,15
29776,2017,Fall,Math,195,85,4,9
25299,2017,Fall,Math,172,26,2,14
25286,2017,Fall,Math,168,17,1,15
13266,2017,Fall,Math,185,62,3,11
11378,2017,Fall,Math,202,94,4,8
27087,2017,Fall,Math,183,56,3,12
26740,2017,Fall,Math,181,51,3,12
19003,2017,Fall,Math,189,73,3,11
15621,2017,Fall,Math,179,45,2,13
21946,2017,Fall,Math,183,56,3,12
12868,2017,Fall,Math,192,79,4,10
18958,2017,Fall,Math,198,90,4,9
12248,2017,Fall,Math,198,90,4,9
23674,2017,Fall,Math,178,42,2,13
27137,2017,Fall,Math,181,51,3,12
26727,2017,Fall,Math,192,79,4,10
22508,2017,Fall,Math,189,73,3,11
27327,2017,Fall,Math,180,48,2,13
19017,2017,Fall,Math,185,62,3,11
28697,2017,Fall,Math,192,79,4,10
18822,2017,Fall,Math,171,24,1,15
22847,2017,Fall,Math,182,53,3,12
11103,2017,Fall,Math,181,51,3,12
27620,2017,Fall,Math,179,45,2,13
27776,2017,Fall,Math,194,83,4,9
22033,2017,Fall,Math,194,83,4,9
21160,2017,Fall,Math,195,85,4,9
26668,2017,Fall,Math,182,53,3,12
16475,2017,Fall,Math,182,53,3,12
21903,2017,Fall,Math,195,85,4,9
21184,2017,Fall,Math,184,59,3,12
10235,2017,Fall,Math,180,48,2,13
27020,2017,Fall,Math,193,81,4,10
14101,2017,Fall,Math,176,36,2,13
16871,2017,Fall,Math,185,62,3,11
27716,2017,Fall,Math,199,91,4,8
14224,2017,Fall,Math,200,92,4,8
27022,2017,Fall,Math,142,1,1,21
11298,2017,Fall,Math,208,98,4,6
29035,2017,Fall,Math,192,79,4,10
19094,2017,Fall,Math,178,42,2,13
18063,2017,Fall,Math,182,53,3,12
13560,2017,Fall,Math,196,87,4,9
14617,2017,Fall,Math,185,62,3,11
20388,2017,Fall,Math,173,28,2,14
16264,2017,Fall,Math,182,53,3,12
10158,2017,Fall,Math,199,91,4,8
20790,2017,Fall,Math,193,81,4,10
17232,2017,Fall,Math,170,21,1,15
12356,2017,Fall,Math,189,73,3,11
18234,2017,Fall,Math,203,95,4,7
14217,2017,Fall,Math,191,77,4,10
21330,2017,Fall,Math,207,97,4,7
13750,2017,Fall,Math,199,91,4,8
19036,2017,Fall,Math,185,62,3,11
16901,2017,Fall,Math,174,31,2,14
23054,2017,Fall,Math,173,28,2,14
24307,2017,Fall,Math,182,53,3,12
10312,2017,Fall,Math,187,68,3,11
10559,2017,Fall,Math,189,73,3,11
24407,2017,Fall,Math,198,90,4,9
18087,2017,Fall,Math,186,65,3,11
12977,2017,Fall,Math,190,75,4,10
18508,2017,Fall,Math,178,42,2,13
23597,2017,Fall,Math,200,92,4,8
25183,2017,Fall,Math,185,62,3,11
23919,2017,Fall,Math,170,21,1,15
28755,2017,Fall,Math,175,33,2,14
13643,2017,Fall,Math,177,39,2,13
13722,2017,Fall,Math,206,97,4,7
28015,2017,Fall,Math,184,59,3,12
11987,2017,Fall,Math,184,59,3,12
25018,2017,Fall,Math,199,91,4,8
29176,2017,Fall,Math,192,79,4,10
19223,2017,Fall,Math,191,77,4,10
21224,2017,Fall,Math,162,8,1,17
18364,2017,Fall,Math,186,65,3,11
16363,2017,Fall,Math,192,79,4,10
24171,2017,Fall,Reading,.,.,.,.
16981,2017,Fall,Math,184,59,3,12
13924,2017,Fall,Math,177,39,2,13
16729,2017,Fall,Math,201,93,4,8
12722,2017,Fall,Math,164,11,1,16
21467,2017,Fall,Math,215,99,4,5
26125,2017,Fall,Math,181,51,3,12
24891,2017,Fall,Math,171,24,1,15
23101,2017,Fall,Math,180,48,2,13
22210,2017,Fall,Math,180,48,2,13
20233,2017,Fall,Math,187,68,3,11
13811,2017,Fall,Math,198,90,4,9
23831,2017,Fall,Math,182,53,3,12
13709,2017,Fall,Math,165,12,1,16
26169,2017,Fall,Math,181,51,3,12
18189,2017,Fall,Reading,.,.,.,.
26780,2017,Fall,Math,186,65,3,11
28878,2017,Fall,Math,188,70,3,11
24975,2017,Fall,Math,183,56,3,12
12349,2017,Fall,Math,209,98,4,6
11037,2017,Fall,Reading,.,.,.,.
19451,2017,Fall,Math,199,91,4,8
27115,2017,Fall,Math,173,28,2,14
19571,2017,Fall,Math,171,24,1,15
13055,2017,Fall,Math,185,62,3,11
19188,2017,Fall,Math,179,45,2,13
14070,2017,Fall,Math,178,42,2,13
16877,2017,Fall,Math,186,65,3,11
14378,2017,Fall,Math,176,36,2,13
15027,2017,Fall,Math,181,51,3,12
24068,2017,Fall,Math,200,92,4,8
15591,2017,Fall,Math,182,53,3,12
11538,2017,Fall,Math,200,92,4,8
27602,2017,Fall,Math,186,65,3,11
11913,2017,Fall,Reading,.,.,.,.
26420,2017,Fall,Reading,.,.,.,.
22564,2017,Fall,Reading,.,.,.,.
27488,2017,Fall,Math,185,62,3,11
12526,2017,Fall,Math,210,98,4,6
24028,2017,Fall,Math,178,42,2,13
16328,2017,Fall,Math,180,48,2,13
20098,2017,Fall,Math,182,53,3,12
29036,2017,Fall,Math,181,51,3,12
29773,2017,Fall,Math,191,77,4,10
25785,2017,Fall,Math,172,26,2,14
24470,2017,Fall,Math,205,96,4,7
21402,2017,Fall,Math,203,95,4,7
28538,2017,Fall,Math,184,59,3,12
14084,2017,Fall,Math,183,56,3,12
10148,2017,Fall,Math,189,73,3,11
17770,2017,Fall,Math,176,36,2,13
14749,2017,Fall,Math,191,77,4,10
26158,2017,Fall,Math,179,45,2,13
25488,2017,Fall,Reading,.,.,.,.
14561,2017,Fall,Reading,.,.,.,.
24768,2017,Fall,Math,163,2,1,15
29585,2017,Fall,Math,177,13,1,13
12376,2017,Fall,Math,183,25,2,13
13122,2017,Fall,Math,191,47,2,12
26997,2017,Fall,Math,194,56,3,12
16229,2017,Fall,Math,191,47,2,12
22438,2017,Fall,Math,199,69,3,11
19939,2017,Fall,Math,204,81,4,10
25961,2017,Fall,Math,199,69,3,11
11768,2017,Fall,Math,199,69,3,11
13305,2017,Fall,Math,177,13,1,13
23700,2017,Fall,Math,189,41,2,12
12236,2017,Fall,Math,194,56,3,12
27368,2017,Fall,Math,191,47,2,12
10209,2017,Fall,Math,184,27,2,13
16134,2017,Fall,Math,188,38,2,12
29639,2017,Fall,Math,197,64,3,11
28081,2017,Fall,Math,190,44,2,12
20577,2017,Fall,Reading,.,.,.,.
12535,2017,Fall,Math,186,33,2,12
29268,2017,Fall,Math,197,64,3,11
28983,2017,Fall,Math,195,58,3,11
12472,2017,Fall,Math,200,72,3,11
11167,2017,Fall,Math,191,47,2,12
27507,2017,Fall,Math,192,50,3,12
11169,2017,Fall,Math,195,58,3,11
11457,2017,Fall,Math,176,12,1,13
17738,2017,Fall,Math,187,35,2,12
15450,2017,Fall,Math,181,21,1,13
18469,2017,Fall,Math,169,4,1,14
10700,2017,Fall,Math,190,44,2,12
15373,2017,Fall,Math,182,23,1,13
25150,2017,Fall,Math,180,19,1,13
22666,2017,Fall,Math,199,69,3,11
15657,2017,Fall,Math,192,50,3,12
25042,2017,Fall,Math,203,79,4,11
10763,2017,Fall,Math,192,50,3,12
26098,2017,Fall,Math,189,41,2,12
13664,2017,Fall,Math,185,30,2,13
25251,2017,Fall,Math,197,64,3,11
22469,2017,Fall,Math,204,81,4,10
24974,2017,Fall,Math,183,25,2,13
21480,2017,Fall,Math,184,27,2,13
16750,2017,Fall,Math,180,19,1,13
27609,2017,Fall,Math,166,3,1,15
17831,2017,Fall,Math,186,33,2,12
22746,2017,Fall,Math,193,53,3,12
26568,2017,Fall,Math,205,83,4,10
22901,2017,Fall,Math,200,72,3,11
26586,2017,Fall,Math,185,30,2,13
19614,2017,Fall,Math,176,12,1,13
25356,2017,Fall,Math,192,50,3,12
23330,2017,Fall,Math,193,53,3,12
17676,2017,Fall,Math,205,83,4,10
24226,2017,Fall,Math,194,56,3,12
19323,2017,Fall,Math,187,35,2,12
15193,2017,Fall,Math,200,72,3,11
29945,2017,Fall,Math,202,77,4,11
18067,2017,Fall,Math,199,69,3,11
27319,2017,Fall,Math,179,17,1,13
11975,2017,Fall,Math,182,23,1,13
27701,2017,Fall,Math,195,58,3,11
21032,2017,Fall,Math,190,44,2,12
21940,2017,Fall,Math,177,13,1,13
21037,2017,Fall,Math,187,35,2,12
12153,2017,Fall,Math,189,41,2,12
20325,2017,Fall,Math,176,12,1,13
21862,2017,Fall,Math,191,47,2,12
23043,2017,Fall,Math,180,19,1,13
10658,2017,Fall,Math,177,13,1,13
27392,2017,Fall,Math,184,27,2,13
12890,2017,Fall,Math,172,7,1,14
20095,2017,Fall,Math,198,67,3,11
19818,2017,Fall,Math,188,38,2,12
28667,2017,Fall,Math,187,35,2,12
13480,2017,Fall,Math,189,41,2,12
20378,2017,Fall,Math,200,72,3,11
22318,2017,Fall,Math,183,25,2,13
25417,2017,Fall,Math,193,53,3,12
14331,2017,Fall,Math,183,25,2,13
26249,2017,Fall,Math,195,58,3,11
11346,2017,Fall,Math,181,21,1,13
25367,2017,Fall,Math,191,47,2,12
29456,2017,Fall,Math,179,17,1,13
20853,2017,Fall,Math,199,69,3,11
15424,2017,Fall,Math,183,25,2,13
25471,2017,Fall,Math,202,77,4,11
28956,2017,Fall,Math,198,67,3,11
29130,2017,Fall,Math,184,27,2,13
11972,2017,Fall,Reading,.,.,.,.
21478,2017,Fall,Math,159,1,1,15
29827,2017,Fall,Math,181,21,1,13
15208,2017,Fall,Math,181,21,1,13
27355,2017,Fall,Math,196,61,3,11
27179,2017,Fall,Math,191,47,2,12
15072,2017,Fall,Math,194,56,3,12
26479,2017,Fall,Math,173,8,1,14
12670,2017,Fall,Math,196,61,3,11
14419,2017,Fall,Math,195,58,3,11
28553,2017,Fall,Math,201,74,3,11
15580,2017,Fall,Math,193,53,3,12
17845,2017,Fall,Math,195,58,3,11
25335,2017,Fall,Math,194,56,3,12
19816,2017,Fall,Math,200,72,3,11
14902,2017,Fall,Math,198,67,3,11
27446,2017,Fall,Math,219,98,4,9
18623,2017,Fall,Math,197,64,3,11
18465,2017,Fall,Math,196,61,3,11
24788,2017,Fall,Math,199,69,3,11
22035,2017,Fall,Math,207,86,4,10
25103,2017,Fall,Math,200,72,3,11
20951,2017,Fall,Math,196,61,3,11
23051,2017,Fall,Math,190,44,2,12
28129,2017,Fall,Math,200,72,3,11
25584,2017,Fall,Math,202,77,4,11
14118,2017,Fall,Math,197,64,3,11
17935,2017,Fall,Math,196,61,3,11
14606,2017,Fall,Math,190,44,2,12
10939,2017,Fall,Math,212,93,4,10
17875,2017,Fall,Math,199,69,3,11
15050,2017,Fall,Math,197,64,3,11
27830,2017,Fall,Math,184,27,2,13
27019,2017,Fall,Math,195,58,3,11
17298,2017,Fall,Math,206,85,4,10
28084,2017,Fall,Math,185,30,2,13
24989,2017,Fall,Math,192,50,3,12
12739,2017,Fall,Math,180,19,1,13
14107,2017,Fall,Math,185,30,2,13
24237,2017,Fall,Math,194,56,3,12
11380,2017,Fall,Math,210,91,4,10
21699,2017,Fall,Math,181,21,1,13
17843,2017,Fall,Math,197,64,3,11
13071,2017,Fall,Math,200,72,3,11
20038,2017,Fall,Math,183,25,2,13
18557,2017,Fall,Math,188,38,2,12
19582,2017,Fall,Math,192,50,3,12
28352,2017,Fall,Math,196,61,3,11
20758,2017,Fall,Math,202,77,4,11
20287,2017,Fall,Math,191,47,2,12
29686,2017,Fall,Math,217,97,4,9
19037,2017,Fall,Math,195,58,3,11
29244,2017,Fall,Math,187,35,2,12
17682,2017,Fall,Math,198,67,3,11
16275,2017,Fall,Math,197,64,3,11
18550,2017,Fall,Math,202,77,4,11
16158,2017,Fall,Math,205,83,4,10
13558,2017,Fall,Math,192,50,3,12
16892,2017,Fall,Math,188,38,2,12
27088,2017,Fall,Math,189,41,2,12
28022,2017,Fall,Math,197,64,3,11
23183,2017,Fall,Math,201,74,3,11
13773,2017,Fall,Math,199,69,3,11
28001,2017,Fall,Math,181,21,1,13
16945,2017,Fall,Math,197,64,3,11
26218,2017,Fall,Math,185,30,2,13
10006,2017,Fall,Math,204,81,4,10
16950,2017,Fall,Math,186,33,2,12
27968,2017,Fall,Math,206,85,4,10
26619,2017,Fall,Math,193,53,3,12
22560,2017,Fall,Math,177,13,1,13
14954,2017,Fall,Math,184,27,2,13
25208,2017,Fall,Math,180,19,1,13
19190,2017,Fall,Math,185,30,2,13
18280,2017,Fall,Math,202,77,4,11
24409,2017,Fall,Math,198,67,3,11
22295,2017,Fall,Math,171,6,1,14
19671,2017,Fall,Reading,.,.,.,.
18440,2017,Fall,Math,193,53,3,12
23653,2017,Fall,Math,185,30,2,13
22771,2017,Fall,Math,176,12,1,13
19971,2017,Fall,Math,187,35,2,12
20811,2017,Fall,Math,201,74,3,11
11710,2017,Fall,Math,185,30,2,13
10566,2017,Fall,Math,207,86,4,10
29720,2017,Fall,Math,185,30,2,13
23385,2017,Fall,Math,190,44,2,12
13404,2017,Fall,Math,204,81,4,10
13798,2017,Fall,Math,196,61,3,11
28764,2017,Fall,Math,194,56,3,12
15922,2017,Fall,Math,186,33,2,12
11473,2017,Fall,Math,192,50,3,12
16381,2017,Fall,Reading,.,.,.,.
20434,2017,Fall,Math,205,83,4,10
12987,2017,Fall,Math,192,50,3,12
13830,2017,Fall,Math,188,38,2,12
27663,2017,Fall,Math,198,67,3,11
16645,2017,Fall,Math,201,74,3,11
17692,2017,Fall,Math,199,69,3,11
20131,2017,Fall,Math,182,23,1,13
28337,2017,Fall,Math,195,58,3,11
11056,2017,Fall,Math,203,79,4,11
16723,2017,Fall,Math,196,61,3,11
20384,2017,Fall,Math,192,50,3,12
16456,2017,Fall,Math,201,74,3,11
17295,2017,Fall,Reading,.,.,.,.
18819,2017,Fall,Math,199,69,3,11
22600,2017,Fall,Math,209,89,4,10
18397,2017,Fall,Math,189,41,2,12
10230,2017,Fall,Math,201,74,3,11
10495,2017,Fall,Reading,.,.,.,.
14283,2017,Fall,Reading,.,.,.,.
20558,2017,Fall,Math,190,44,2,12
17381,2017,Fall,Math,203,79,4,11
12711,2017,Fall,Math,187,35,2,12
22727,2017,Fall,Math,173,8,1,14
23999,2017,Fall,Math,184,27,2,13
23561,2017,Fall,Math,186,33,2,12
10442,2017,Fall,Math,189,41,2,12
11196,2017,Fall,Math,175,10,1,14
27785,2017,Fall,Math,201,74,3,11
22027,2017,Fall,Math,205,83,4,10
13296,2017,Fall,Math,196,61,3,11
26673,2017,Fall,Math,195,58,3,11
13930,2017,Fall,Math,181,21,1,13
29147,2017,Fall,Math,192,50,3,12
29019,2017,Fall,Math,190,44,2,12
15944,2017,Fall,Math,189,41,2,12
29774,2017,Fall,Math,186,33,2,12
12339,2017,Fall,Math,188,38,2,12
26092,2017,Fall,Math,189,41,2,12
15605,2017,Fall,Reading,.,.,.,.
28288,2017,Fall,Reading,.,.,.,.
19231,2017,Fall,Reading,.,.,.,.
28527,2017,Fall,Reading,.,.,.,.
15116,2017,Fall,Reading,.,.,.,.
24112,2017,Fall,Math,213,76,4,10
22312,2017,Fall,Math,201,43,2,10
25129,2017,Fall,Math,201,43,2,10
16241,2017,Fall,Math,209,66,3,10
24088,2017,Fall,Math,210,68,3,10
22100,2017,Fall,Math,197,32,2,10
23299,2017,Fall,Math,206,57,3,10
19176,2017,Fall,Math,186,10,1,11
20293,2017,Fall,Math,201,43,2,10
26357,2017,Fall,Math,210,68,3,10
16681,2017,Fall,Math,201,43,2,10
25830,2017,Fall,Math,195,27,2,10
26544,2017,Fall,Math,210,68,3,10
13255,2017,Fall,Math,188,13,1,11
24638,2017,Fall,Math,216,82,4,9
