student_id,year,map_term,subject,rit_score,percentile,quartile,typical_fall_to_spring_growth
10443,2017,Fall,Math,125,16,1,22
10443,2017,Spring,Math,128,1,1,.
10443,2017,Fall,Reading,135,33,2,18
10443,2017,Spring,Reading,146,17,1,.
10451,2017,Fall,Reading,.,.,.,.
10451,2017,Fall,Math,.,.,.,.
10451,2017,Spring,Math,186,65,3,.
10451,2017,Spring,Reading,175,43,2,.
10458,2017,Fall,Math,171,24,1,15
10458,2017,Spring,Math,179,45,2,.
10458,2017,Fall,Reading,163,16,1,14
10458,2017,Spring,Reading,174,40,2,.
10475,2017,Fall,Math,146,17,1,25
10475,2017,Spring,Math,166,14,1,.
10475,2017,Fall,Reading,151,29,2,20
10475,2017,Spring,Reading,182,62,3,.
10495,2017,Fall,Reading,.,.,.,.
10495,2017,Spring,Math,195,27,2,.
10495,2017,Fall,Math,.,.,.,.
10495,2017,Spring,Reading,206,69,3,.
10537,2017,Fall,Math,169,76,4,19
10537,2017,Spring,Math,199,91,4,.
10537,2017,Fall,Reading,177,93,4,15
10537,2017,Spring,Reading,191,82,4,.
10540,2017,Fall,Math,210,46,2,10
10540,2017,Spring,Math,213,30,2,.
10540,2017,Fall,Reading,195,24,1,8
10540,2017,Spring,Reading,202,25,2,.
10555,2017,Fall,Math,173,84,4,18
10555,2017,Spring,Math,202,94,4,.
10555,2017,Fall,Reading,185,98,4,13
10555,2017,Spring,Reading,193,86,4,.
10559,2017,Fall,Math,189,73,3,11
10559,2017,Spring,Math,196,61,3,.
10559,2017,Fall,Reading,183,65,3,10
10559,2017,Spring,Reading,175,18,1,.
10566,2017,Fall,Math,207,86,4,10
10566,2017,Spring,Math,211,71,3,.
10566,2017,Fall,Reading,225,99,4,4
10566,2017,Spring,Reading,216,88,4,.
10574,2017,Fall,Math,172,83,4,18
10574,2017,Spring,Math,184,59,3,.
10574,2017,Fall,Reading,170,82,4,16
10574,2017,Spring,Reading,188,77,4,.
10586,2017,Fall,Math,164,64,3,20
10586,2017,Spring,Math,179,45,2,.
10586,2017,Fall,Reading,165,70,3,17
10586,2017,Spring,Reading,170,30,2,.
10600,2017,Fall,Math,228,56,3,5
10600,2017,Spring,Math,229,51,3,.
10600,2017,Fall,Reading,222,66,3,3
10600,2017,Spring,Reading,217,47,2,.
10638,2017,Fall,Math,202,8,1,6
10638,2017,Spring,Math,208,12,1,.
10638,2017,Fall,Reading,213,43,2,4
10638,2017,Spring,Reading,215,42,2,.
10642,2017,Fall,Math,157,44,2,22
10642,2017,Spring,Math,179,45,2,.
10642,2017,Fall,Reading,146,17,1,22
10642,2017,Spring,Reading,172,35,2,.
10652,2017,Fall,Math,208,15,1,6
10652,2017,Spring,Math,203,7,1,.
10652,2017,Fall,Reading,202,17,1,6
10652,2017,Spring,Reading,196,7,1,.
10658,2017,Fall,Math,177,13,1,13
10658,2017,Spring,Math,188,13,1,.
10658,2017,Fall,Reading,182,33,2,12
10658,2017,Spring,Reading,192,33,2,.
10662,2017,Fall,Math,222,52,3,5
10662,2017,Fall,Reading,.,.,.,.
10662,2017,Spring,Math,224,47,2,.
10662,2017,Spring,Reading,221,64,3,.
10671,2017,Fall,Math,207,11,1,5
10671,2017,Spring,Math,211,15,1,.
10671,2017,Fall,Reading,189,3,1,7
10671,2017,Spring,Reading,191,3,1,.
10672,2017,Fall,Math,217,26,2,5
10672,2017,Spring,Math,233,54,3,.
10672,2017,Fall,Reading,210,29,2,4
10672,2017,Spring,Reading,217,42,2,.
10696,2017,Fall,Math,219,70,3,10
10696,2017,Spring,Math,226,61,3,.
10696,2017,Fall,Reading,206,51,3,6
10696,2017,Spring,Reading,212,51,3,.
10700,2017,Fall,Math,190,44,2,12
10700,2017,Spring,Math,200,40,2,.
10700,2017,Fall,Reading,203,83,4,8
10700,2017,Spring,Reading,204,64,3,.
10713,2017,Fall,Math,212,21,1,6
10713,2017,Spring,Math,203,7,1,.
10713,2017,Fall,Reading,209,32,2,5
10713,2017,Spring,Reading,206,21,1,.
10720,2017,Fall,Math,140,50,3,19
10720,2017,Spring,Math,190,99,4,.
10720,2017,Fall,Reading,153,81,4,14
10720,2017,Spring,Reading,184,98,4,.
10763,2017,Fall,Math,192,50,3,12
10763,2017,Spring,Math,201,43,2,.
10763,2017,Fall,Reading,196,68,3,9
10763,2017,Spring,Reading,198,48,2,.
10786,2017,Fall,Math,229,68,3,4
10786,2017,Spring,Math,223,44,2,.
10786,2017,Fall,Reading,211,48,2,4
10786,2017,Spring,Reading,220,61,3,.
10804,2017,Fall,Math,194,25,2,10
10804,2017,Spring,Math,189,5,1,.
10804,2017,Fall,Reading,170,3,1,12
10804,2017,Spring,Reading,182,5,1,.
10819,2017,Fall,Math,126,18,1,22
10819,2017,Spring,Math,141,9,1,.
10819,2017,Fall,Reading,126,13,1,20
10819,2017,Spring,Reading,131,2,1,.
10823,2017,Fall,Math,157,44,2,22
10823,2017,Fall,Reading,127,1,1,26
10823,2017,Spring,Reading,.,.,.,.
10823,2017,Spring,Math,.,.,.,.
10824,2017,Fall,Reading,.,.,.,.
10824,2017,Spring,Math,172,26,2,.
10824,2017,Fall,Math,.,.,.,.
10824,2017,Spring,Reading,160,11,1,.
10851,2017,Fall,Math,190,3,1,9
10851,2017,Spring,Math,200,6,1,.
10851,2017,Fall,Reading,204,30,2,6
10851,2017,Spring,Reading,185,2,1,.
10858,2017,Fall,Math,216,37,2,5
10858,2017,Spring,Math,233,68,3,.
10858,2017,Fall,Reading,226,83,4,2
10858,2017,Spring,Reading,234,89,4,.
10871,2017,Fall,Math,162,58,3,21
10871,2017,Spring,Math,181,51,3,.
10871,2017,Fall,Reading,169,80,4,16
10871,2017,Spring,Reading,186,72,3,.
10883,2017,Fall,Reading,.,.,.,.
10883,2017,Fall,Math,.,.,.,.
10883,2017,Spring,Math,243,79,4,.
10883,2017,Spring,Reading,245,96,4,.
10901,2017,Fall,Reading,.,.,.,.
10901,2017,Spring,Math,216,37,2,.
10901,2017,Fall,Math,.,.,.,.
10901,2017,Spring,Reading,213,53,3,.
10920,2017,Fall,Math,207,19,1,6
10920,2017,Spring,Math,210,18,1,.
10920,2017,Fall,Reading,196,14,1,7
10920,2017,Spring,Reading,196,9,1,.
10931,2017,Fall,Math,190,99,4,13
10931,2017,Spring,Math,223,99,4,.
10931,2017,Fall,Reading,185,98,4,13
10931,2017,Spring,Reading,197,91,4,.
10939,2017,Fall,Math,212,93,4,10
10939,2017,Spring,Math,219,87,4,.
10939,2017,Fall,Reading,206,87,4,7
10939,2017,Spring,Reading,212,81,4,.
10981,2017,Fall,Math,128,21,1,22
10981,2017,Spring,Math,160,52,3,.
10981,2017,Fall,Reading,135,33,2,18
10981,2017,Spring,Reading,152,31,2,.
11013,2017,Fall,Math,169,1,1,9
11013,2017,Spring,Math,200,5,1,.
11013,2017,Fall,Reading,189,3,1,8
11013,2017,Spring,Reading,217,47,2,.
11037,2017,Fall,Reading,.,.,.,.
11037,2017,Spring,Math,195,58,3,.
11037,2017,Fall,Math,.,.,.,.
11037,2017,Spring,Reading,195,66,3,.
11056,2017,Fall,Math,203,79,4,11
11056,2017,Spring,Math,214,78,4,.
11056,2017,Fall,Reading,211,93,4,7
11056,2017,Spring,Reading,215,86,4,.
11103,2017,Fall,Math,181,51,3,12
11103,2017,Spring,Math,184,27,2,.
11103,2017,Fall,Reading,180,57,3,10
11103,2017,Spring,Reading,172,14,1,.
11148,2017,Fall,Math,136,39,2,20
11148,2017,Spring,Math,155,38,2,.
11148,2017,Fall,Reading,146,64,3,16
11148,2017,Spring,Reading,155,40,2,.
11151,2017,Fall,Math,203,49,2,10
11151,2017,Spring,Math,208,36,2,.
11151,2017,Fall,Reading,212,81,4,5
11151,2017,Spring,Reading,217,77,4,.
11167,2017,Fall,Math,191,47,2,12
11167,2017,Spring,Math,202,46,2,.
11167,2017,Fall,Reading,174,17,1,13
11167,2017,Spring,Reading,204,64,3,.
11169,2017,Fall,Math,195,58,3,11
11169,2017,Spring,Math,211,71,3,.
11169,2017,Fall,Reading,201,79,4,8
11169,2017,Spring,Reading,203,61,3,.
11176,2017,Fall,Math,149,23,1,24
11176,2017,Spring,Math,179,45,2,.
11176,2017,Fall,Reading,161,59,3,18
11176,2017,Spring,Reading,191,82,4,.
11177,2017,Fall,Reading,.,.,.,.
11177,2017,Spring,Math,185,1,1,.
11177,2017,Fall,Math,.,.,.,.
11177,2017,Spring,Reading,186,2,1,.
11180,2017,Fall,Math,191,3,1,8
11180,2017,Spring,Reading,.,.,.,.
11180,2017,Fall,Reading,205,32,2,5
11180,2017,Spring,Math,.,.,.,.
11196,2017,Fall,Math,175,10,1,14
11196,2017,Spring,Reading,.,.,.,.
11196,2017,Fall,Reading,185,40,2,11
11196,2017,Spring,Math,.,.,.,.
11213,2017,Fall,Math,216,24,1,5
11213,2017,Spring,Math,229,46,2,.
11213,2017,Fall,Reading,211,32,2,4
11213,2017,Spring,Reading,219,47,2,.
11220,2017,Fall,Math,197,16,1,10
11220,2017,Fall,Reading,.,.,.,.
11220,2017,Spring,Math,202,8,1,.
11220,2017,Spring,Reading,215,48,2,.
11286,2017,Fall,Math,156,41,2,22
11286,2017,Spring,Math,185,62,3,.
11286,2017,Fall,Reading,156,43,2,19
11286,2017,Spring,Reading,177,49,2,.
11298,2017,Fall,Math,208,98,4,6
11298,2017,Spring,Math,211,92,4,.
11298,2017,Fall,Reading,205,97,4,5
11298,2017,Spring,Reading,212,94,4,.
11302,2017,Fall,Math,216,29,2,5
11302,2017,Spring,Math,213,19,1,.
11302,2017,Fall,Reading,208,30,2,5
11302,2017,Spring,Reading,211,32,2,.
11316,2017,Fall,Math,227,54,3,5
11316,2017,Spring,Math,238,70,3,.
11316,2017,Fall,Reading,222,66,3,3
11316,2017,Spring,Reading,233,84,4,.
11318,2017,Fall,Math,214,78,4,9
11318,2017,Spring,Math,225,78,4,.
11318,2017,Fall,Reading,228,97,4,3
11318,2017,Spring,Reading,237,98,4,.
11320,2017,Fall,Math,205,55,3,10
11320,2017,Spring,Math,209,38,2,.
11320,2017,Fall,Reading,199,51,3,7
11320,2017,Spring,Reading,206,50,3,.
11333,2017,Fall,Math,140,8,1,26
11333,2017,Fall,Reading,161,59,3,18
11333,2017,Spring,Reading,.,.,.,.
11333,2017,Spring,Math,.,.,.,.
11346,2017,Fall,Math,181,21,1,13
11346,2017,Spring,Math,190,17,1,.
11346,2017,Fall,Reading,167,8,1,14
11346,2017,Spring,Reading,158,1,1,.
11366,2017,Fall,Math,204,10,1,6
11366,2017,Fall,Reading,202,17,1,6
11366,2017,Spring,Reading,.,.,.,.
11366,2017,Spring,Math,.,.,.,.
11369,2017,Fall,Math,142,55,3,19
11369,2017,Spring,Math,170,79,4,.
11369,2017,Fall,Reading,142,53,3,17
11369,2017,Spring,Reading,160,56,3,.
11378,2017,Fall,Math,202,94,4,8
11378,2017,Spring,Math,194,56,3,.
11378,2017,Fall,Reading,193,86,4,8
11378,2017,Spring,Reading,201,79,4,.
11380,2017,Fall,Math,210,91,4,10
11380,2017,Spring,Math,219,87,4,.
11380,2017,Fall,Reading,225,99,4,4
11380,2017,Spring,Reading,224,95,4,.
11387,2017,Fall,Math,163,61,3,20
11387,2017,Spring,Math,196,87,4,.
11387,2017,Fall,Reading,160,56,3,18
11387,2017,Spring,Reading,179,54,3,.
11408,2017,Fall,Math,157,87,4,15
11408,2017,Spring,Math,184,97,4,.
11408,2017,Fall,Reading,163,95,4,12
11408,2017,Spring,Reading,188,99,4,.
11409,2017,Fall,Math,221,49,2,5
11409,2017,Spring,Reading,.,.,.,.
11409,2017,Fall,Reading,208,40,2,5
11409,2017,Spring,Math,.,.,.,.
11412,2017,Fall,Math,131,27,2,21
11412,2017,Spring,Math,162,58,3,.
11412,2017,Fall,Reading,136,35,2,18
11412,2017,Spring,Reading,156,43,2,.
11452,2017,Fall,Math,132,30,2,21
11452,2017,Spring,Math,175,88,4,.
11452,2017,Fall,Reading,136,35,2,18
11452,2017,Spring,Reading,161,59,3,.
11457,2017,Fall,Math,176,12,1,13
11457,2017,Spring,Math,192,20,1,.
11457,2017,Fall,Reading,176,20,1,13
11457,2017,Spring,Reading,193,35,2,.
11465,2017,Fall,Math,161,55,3,21
11465,2017,Spring,Math,172,26,2,.
11465,2017,Fall,Reading,153,34,2,20
11465,2017,Spring,Reading,174,40,2,.
11472,2017,Fall,Math,174,2,1,11
11472,2017,Spring,Math,188,4,1,.
11472,2017,Fall,Reading,169,3,1,13
11472,2017,Spring,Reading,178,3,1,.
11473,2017,Fall,Math,192,50,3,12
11473,2017,Spring,Math,203,49,2,.
11473,2017,Fall,Reading,194,64,3,9
11473,2017,Spring,Reading,204,64,3,.
11512,2017,Fall,Math,223,54,3,5
11512,2017,Spring,Math,227,54,3,.
11512,2017,Fall,Reading,206,35,2,5
11512,2017,Spring,Reading,211,37,2,.
11519,2017,Fall,Math,171,81,4,18
11519,2017,Spring,Math,218,99,4,.
11519,2017,Fall,Reading,168,78,4,17
11519,2017,Spring,Reading,174,40,2,.
11538,2017,Fall,Math,200,92,4,8
11538,2017,Spring,Math,202,77,4,.
11538,2017,Fall,Reading,205,97,4,5
11538,2017,Spring,Reading,211,93,4,.
11578,2017,Fall,Math,207,60,3,10
11578,2017,Spring,Math,227,82,4,.
11578,2017,Fall,Reading,220,92,4,4
11578,2017,Spring,Reading,218,79,4,.
11595,2017,Fall,Math,121,10,1,23
11595,2017,Spring,Math,126,1,1,.
11595,2017,Fall,Reading,126,13,1,20
11595,2017,Spring,Reading,133,2,1,.
11608,2017,Fall,Math,140,50,3,19
11608,2017,Spring,Math,154,35,2,.
11608,2017,Fall,Reading,147,67,3,16
11608,2017,Spring,Reading,155,40,2,.
11635,2017,Fall,Math,146,65,3,18
11635,2017,Spring,Math,165,67,3,.
11635,2017,Fall,Reading,148,70,3,16
11635,2017,Spring,Reading,166,73,3,.
11649,2017,Fall,Math,137,42,2,20
11649,2017,Spring,Math,164,64,3,.
11649,2017,Fall,Reading,141,50,3,17
11649,2017,Spring,Reading,168,78,4,.
11661,2017,Fall,Math,194,25,2,10
11661,2017,Spring,Math,206,31,2,.
11661,2017,Fall,Reading,198,48,2,8
11661,2017,Spring,Reading,190,14,1,.
11666,2017,Fall,Math,135,37,2,20
11666,2017,Spring,Math,162,58,3,.
11666,2017,Fall,Reading,140,47,2,17
11666,2017,Spring,Reading,158,50,3,.
11702,2017,Fall,Math,196,30,2,10
11702,2017,Spring,Math,193,9,1,.
11702,2017,Fall,Reading,189,26,2,9
11702,2017,Spring,Reading,189,13,1,.
11710,2017,Fall,Math,185,30,2,13
11710,2017,Spring,Math,191,18,1,.
11710,2017,Fall,Reading,164,5,1,15
11710,2017,Spring,Reading,178,9,1,.
11717,2017,Fall,Reading,.,.,.,.
11717,2017,Spring,Math,218,33,2,.
11717,2017,Fall,Math,.,.,.,.
11717,2017,Spring,Reading,220,61,3,.
11737,2017,Fall,Math,143,58,3,18
11737,2017,Spring,Math,174,86,4,.
11737,2017,Fall,Reading,151,77,4,15
11737,2017,Spring,Reading,192,99,4,.
11742,2017,Fall,Reading,.,.,.,.
11742,2017,Spring,Math,210,24,1,.
11742,2017,Fall,Math,.,.,.,.
11742,2017,Spring,Reading,199,19,1,.
11768,2017,Fall,Math,199,69,3,11
11768,2017,Spring,Math,203,49,2,.
11768,2017,Fall,Reading,201,79,4,8
11768,2017,Spring,Reading,205,66,3,.
11784,2017,Fall,Math,172,83,4,18
11784,2017,Spring,Math,185,62,3,.
11784,2017,Fall,Reading,160,56,3,18
11784,2017,Spring,Reading,182,62,3,.
11793,2017,Fall,Reading,.,.,.,.
11793,2017,Spring,Math,210,18,1,.
11793,2017,Fall,Math,.,.,.,.
11793,2017,Spring,Reading,192,5,1,.
11824,2017,Fall,Math,141,53,3,19
11824,2017,Spring,Math,159,50,3,.
11824,2017,Fall,Reading,136,35,2,18
11824,2017,Spring,Reading,156,43,2,.
11853,2017,Fall,Math,150,75,4,17
11853,2017,Spring,Math,177,90,4,.
11853,2017,Fall,Reading,150,75,4,15
11853,2017,Spring,Reading,177,93,4,.
11885,2017,Fall,Math,195,13,1,10
11885,2017,Spring,Math,194,5,1,.
11885,2017,Fall,Reading,201,38,2,7
11885,2017,Spring,Reading,200,21,1,.
11913,2017,Fall,Reading,.,.,.,.
11913,2017,Spring,Math,196,61,3,.
11913,2017,Fall,Math,.,.,.,.
11913,2017,Spring,Reading,190,53,3,.
11924,2017,Fall,Reading,.,.,.,.
11924,2017,Spring,Math,238,70,3,.
11924,2017,Fall,Math,.,.,.,.
11924,2017,Spring,Reading,211,32,2,.
11927,2017,Fall,Math,180,48,2,13
11927,2017,Spring,Math,191,47,2,.
11927,2017,Fall,Reading,178,51,3,11
11927,2017,Spring,Reading,180,28,2,.
11928,2017,Fall,Math,200,22,1,10
11928,2017,Spring,Math,214,32,2,.
11928,2017,Fall,Reading,194,22,1,8
11928,2017,Spring,Reading,203,28,2,.
11945,2017,Fall,Reading,.,.,.,.
11945,2017,Spring,Math,230,61,3,.
11945,2017,Fall,Math,.,.,.,.
11945,2017,Spring,Reading,207,28,2,.
11946,2017,Fall,Math,175,33,2,14
11946,2017,Spring,Math,185,30,2,.
11946,2017,Fall,Reading,172,35,2,12
11946,2017,Spring,Reading,178,24,1,.
11949,2017,Fall,Math,223,78,4,10
11949,2017,Spring,Math,226,61,3,.
11949,2017,Fall,Reading,213,69,3,5
11949,2017,Spring,Reading,227,85,4,.
11972,2017,Fall,Reading,.,.,.,.
11972,2017,Spring,Math,210,68,3,.
11972,2017,Fall,Math,.,.,.,.
11972,2017,Spring,Reading,210,77,4,.
11975,2017,Fall,Math,182,23,1,13
11975,2017,Spring,Math,189,15,1,.
11975,2017,Fall,Reading,179,26,2,12
11975,2017,Spring,Reading,176,7,1,.
11987,2017,Fall,Math,184,59,3,12
11987,2017,Spring,Math,186,33,2,.
11987,2017,Fall,Reading,175,43,2,11
11987,2017,Spring,Reading,176,20,1,.
12003,2017,Fall,Math,177,39,2,13
12003,2017,Spring,Math,184,27,2,.
12003,2017,Fall,Reading,174,40,2,12
12003,2017,Spring,Reading,186,43,2,.
12004,2017,Fall,Reading,.,.,.,.
12004,2017,Spring,Math,209,22,1,.
12004,2017,Fall,Math,.,.,.,.
12004,2017,Spring,Reading,201,23,1,.
12008,2017,Fall,Math,165,67,3,20
12008,2017,Spring,Math,196,87,4,.
12008,2017,Fall,Reading,188,99,4,12
12008,2017,Spring,Reading,201,95,4,.
12017,2017,Fall,Math,184,1,1,8
12017,2017,Spring,Math,186,1,1,.
12017,2017,Fall,Reading,178,1,1,10
12017,2017,Spring,Reading,181,1,1,.
12023,2017,Fall,Math,212,73,3,10
12023,2017,Spring,Math,228,83,4,.
12023,2017,Fall,Reading,236,99,4,2
12023,2017,Spring,Reading,232,96,4,.
12036,2017,Fall,Math,203,13,1,7
12036,2017,Spring,Math,210,18,1,.
12036,2017,Fall,Reading,203,28,2,6
12036,2017,Spring,Reading,214,45,2,.
12073,2017,Fall,Math,123,13,1,23
12073,2017,Spring,Math,180,94,4,.
12073,2017,Fall,Reading,114,2,1,23
12073,2017,Spring,Reading,177,93,4,.
12094,2017,Fall,Math,165,67,3,20
12094,2017,Fall,Reading,164,68,3,18
12094,2017,Spring,Reading,.,.,.,.
12094,2017,Spring,Math,.,.,.,.
12101,2017,Fall,Math,169,19,1,15
12101,2017,Spring,Math,185,30,2,.
12101,2017,Fall,Reading,171,33,2,12
12101,2017,Spring,Reading,180,28,2,.
12118,2017,Fall,Reading,.,.,.,.
12118,2017,Spring,Math,234,78,4,.
12118,2017,Fall,Math,.,.,.,.
12118,2017,Spring,Reading,219,69,3,.
12127,2017,Fall,Math,133,32,2,21
12127,2017,Spring,Math,150,25,2,.
12127,2017,Fall,Reading,132,25,2,19
12127,2017,Spring,Reading,155,40,2,.
12142,2017,Fall,Math,229,59,3,5
12142,2017,Spring,Math,229,51,3,.
12142,2017,Fall,Reading,216,51,3,4
12142,2017,Spring,Reading,225,67,3,.
12148,2017,Fall,Math,187,12,1,11
12148,2017,Spring,Math,193,9,1,.
12148,2017,Fall,Reading,185,18,1,10
12148,2017,Spring,Reading,194,21,1,.
12151,2017,Fall,Math,132,30,2,21
12151,2017,Spring,Math,162,58,3,.
12151,2017,Fall,Reading,152,79,4,15
12151,2017,Spring,Reading,163,65,3,.
12153,2017,Fall,Math,189,41,2,12
12153,2017,Spring,Math,193,23,1,.
12153,2017,Fall,Reading,200,77,4,8
12153,2017,Spring,Reading,197,46,2,.
12181,2017,Fall,Math,191,3,1,8
12181,2017,Spring,Math,191,2,1,.
12181,2017,Fall,Reading,181,2,1,10
12181,2017,Spring,Reading,188,3,1,.
12200,2017,Fall,Math,193,81,4,10
12200,2017,Spring,Math,188,38,2,.
12200,2017,Fall,Reading,176,46,2,11
12200,2017,Spring,Reading,180,28,2,.
12207,2017,Fall,Math,138,45,2,20
12207,2017,Spring,Math,180,94,4,.
12207,2017,Fall,Reading,144,59,3,16
12207,2017,Spring,Reading,162,62,3,.
12220,2017,Fall,Math,206,17,1,7
12220,2017,Spring,Reading,.,.,.,.
12220,2017,Fall,Reading,210,45,2,4
12220,2017,Spring,Math,.,.,.,.
12230,2017,Fall,Math,197,16,1,10
12230,2017,Spring,Reading,.,.,.,.
12230,2017,Fall,Reading,180,5,1,10
12230,2017,Spring,Math,.,.,.,.
12235,2017,Fall,Math,221,49,2,5
12235,2017,Spring,Math,215,27,2,.
12235,2017,Fall,Reading,186,4,1,9
12235,2017,Spring,Reading,187,3,1,.
12236,2017,Fall,Math,194,56,3,12
12236,2017,Spring,Math,207,60,3,.
12236,2017,Fall,Reading,189,51,3,10
12236,2017,Spring,Reading,203,61,3,.
12248,2017,Fall,Math,198,90,4,9
12248,2017,Spring,Math,204,81,4,.
12248,2017,Fall,Reading,195,89,4,7
12248,2017,Spring,Reading,200,77,4,.
12260,2017,Fall,Math,237,83,4,3
12260,2017,Spring,Math,247,90,4,.
12260,2017,Fall,Reading,227,85,4,2
12260,2017,Spring,Reading,237,93,4,.
12291,2017,Fall,Math,134,34,2,20
12291,2017,Spring,Math,140,8,1,.
12291,2017,Fall,Reading,133,28,2,19
12291,2017,Spring,Reading,137,5,1,.
12317,2017,Fall,Math,213,19,1,5
12317,2017,Spring,Math,208,12,1,.
12317,2017,Fall,Reading,200,12,1,6
12317,2017,Spring,Reading,214,35,2,.
12321,2017,Fall,Math,214,25,2,6
12321,2017,Spring,Math,219,29,2,.
12321,2017,Fall,Reading,188,3,1,8
12321,2017,Spring,Reading,197,8,1,.
12339,2017,Fall,Math,188,38,2,12
12339,2017,Fall,Reading,177,22,1,12
12339,2017,Spring,Reading,184,17,1,.
