student_id,program_name,student_id,Fall_Reading_rit_score,Spring_Reading_rit_score,Score_Changes,Goal,Goal_Change,Percentage_Kept
18837,SPED,18837,185,220,35,194,9,Yes
13672,SPED,13672,192,178,-14,200,8,No
14208,SPED,14208,212,214,2,217,5,No
13676,SPED,13676,205,220,15,210,5,Yes
28685,SPED,28685,188,190,2,197,9,No
10851,SPED,10851,204,185,-19,210,6,No
29286,SPED,29286,186,196,10,194,8,Yes
11013,SPED,11013,189,217,28,197,8,Yes
12017,SPED,12017,178,181,3,188,10,No
15741,SPED,15741,187,183,-4,195,8,No
19945,SPED,19945,163,180,17,175,12,Yes
19358,SPED,19358,179,151,-28,188,9,No
12762,SPED,12762,201,201,0,207,6,No
27766,SPED,27766,193,203,10,200,7,Yes
10671,SPED,10671,189,191,2,196,7,No
17748,SPED,17748,206,208,2,211,5,No
21004,SPED,21004,219,210,-9,222,3,No
18021,SPED,18021,213,204,-9,217,4,No
20496,SPED,20496,195,188,-7,201,6,No
18814,SPED,18814,199,216,17,205,6,Yes
12317,SPED,12317,200,214,14,206,6,Yes
19989,SPED,19989,183,192,9,191,8,Yes
19525,SPED,19525,212,220,8,216,4,Yes
22946,SPED,22946,197,209,12,203,6,Yes
14010,SPED,14010,154,160,6,168,14,No
25931,SPED,25931,136,157,21,154,18,Yes
18225,SPED,18225,116,151,35,139,23,Yes
10819,SPED,10819,126,131,5,146,20,No
17422,SPED,17422,142,168,26,159,17,Yes
26409,"Tier 2",26409,144,151,7,166,22,No
26927,"Tier 2",26927,174,159,-15,189,15,No
17405,"Tier 2",17405,143,127,-16,165,22,No
25983,"Tier 2",25983,186,181,-5,195,9,No
12522,"Tier 2",12522,165,169,4,179,14,No
10458,"Tier 2",10458,163,174,11,177,14,No
25143,"Tier 2",25143,163,171,8,177,14,No
27022,"Tier 2",27022,163,166,3,177,14,No
23054,"Tier 2",23054,165,152,-13,179,14,No
24891,"Tier 2",24891,174,178,4,186,12,No
13709,"Tier 2",13709,169,144,-25,182,13,No
10209,"Tier 2",10209,190,182,-8,200,10,No
13664,"Tier 2",13664,171,199,28,184,13,Yes
19818,"Tier 2",19818,158,188,30,174,16,Yes
26479,"Tier 2",26479,180,187,7,192,12,No
25103,"Tier 2",25103,191,205,14,201,10,Yes
27830,"Tier 2",27830,186,186,0,197,11,No
21699,"Tier 2",21699,174,183,9,187,13,No
18557,"Tier 2",18557,182,195,13,194,12,Yes
26218,"Tier 2",26218,174,179,5,187,13,No
28764,"Tier 2",28764,210,216,6,217,7,No
17937,"Tier 2",17937,187,200,13,196,9,Yes
16580,"Tier 2",16580,200,202,2,206,6,No
27964,"Tier 2",27964,197,211,14,203,6,Yes
10250,"Tier 2",10250,200,200,0,206,6,No
19967,"Tier 2",19967,205,202,-3,210,5,No
27047,"Tier 2",27047,188,197,9,195,7,Yes
16980,"Tier 2",16980,184,201,17,192,8,Yes
17085,"Tier 2",17085,134,147,13,153,19,No
12531,"Tier 2",12531,130,150,20,150,20,Yes
12366,"Tier 2",12366,157,174,17,171,14,Yes
21748,"Tier 2",21748,133,152,19,152,19,Yes
